case_title,case_title_raw,normalized_title,source_pdf,source_school,source_year,page_start,page_end,page_count,industry,case_type,case_type_raw,case_type_normalized,difficulty,difficulty_raw,difficulty_normalized,difficulty_quant,difficulty_qual,difficulty_math,difficulty_structure,difficulty_creativity,concepts_tested,difficulty_visual_present,difficulty_quant_category,firm,round,interviewer_led,is_new_case,is_duplicate_case,unique_case_count_eligible,canonical_case_title,duplicate_of_source_school,duplicate_of_source_year,duplicate_of_case_title,detection_method,extraction_confidence,needs_manual_review,output_pdf_path,difficulty_score,difficulty_rating,difficulty_rating_source,difficulty_notes,difficulty_source,difficulty_confidence,difficulty_model,industry_secondary,industry_notes,industry_source,industry_confidence,industry_model
RocketBlocks-Case-5-profitability-prescription-drugs-pharmaceutical,RocketBlocks-Case-5-profitability-prescription-drugs-pharmaceutical,rocketblocks case 5 profitability prescription drugs pharmaceutical,RocketBlocks/RocketBlocks-Case-5-profitability-pharmaceutical.pdf,rocketblocks,,1,20,20,Technology,Profitability,Profitability,Profitability,,,Medium,,,,,,,,,,,,False,False,True,rocketblocks case 5 profitability prescription drugs pharmaceutical,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-Case-5-profitability-pharmaceutical\rocketblocks-case-5-profitability-prescription-drugs.pdf,5.8,,none,"RocketBlocks cases are typically well-structured but realistic; a 20-page profitability case in pharma retail likely includes multiple exhibits, some layered margin/volume math, and non-trivial synthesis around industry headwinds and levers, putting it slightly above a standard medium case like Megabank but below the very complex hard anchors.",openai_calibrated,0.63,gpt-5.1,,,,,
RocketBlocks-Case-50-operations-manufacturing,RocketBlocks-Case-50-operations-manufacturing,rocketblocks case 50 operations manufacturing,RocketBlocks/RocketBlocks-Case-50-operations-manufacturing.pdf,rocketblocks,,1,20,20,Technology,Operations,Operations,Operations,,,Medium,,,,,,,,,,,,False,False,True,rocketblocks case 50 operations manufacturing,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-Case-50-operations-manufacturing\rocketblocks-case-50-operations-manufacturing.pdf,5.8,,none,"Operations / manufacturing cases from RocketBlocks typically involve multi-step capacity, throughput, and cost calculations plus process-optimization tradeoffs, with moderate ambiguity and meaningful synthesis, comparable to standard MBB prep rather than the very toughest final-round cases. I’m inferring above-average complexity from the operations focus and length, but lack of full text adds some uncertainty.",openai_calibrated,0.63,gpt-5.1,,,,,
Case #51 - Hot seat at Chili's,Case #51 - Hot seat at Chili's,case 51 hot seat at chili s,RocketBlocks/RocketBlocks-Case-51-profitability-restaurant-chain.pdf,rocketblocks,,1,16,16,Technology,Growth Strategy,Growth Strategy,Growth Strategy,,,Medium,,,,,,,,,,,,False,False,True,case 51 hot seat at chili s,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-Case-51-profitability-restaurant-chain\case-51-hot-seat-at-chili-s.pdf,5.8,,none,"Growth strategy for a large restaurant chain is a standard, realistic MBB-style case with moderate ambiguity around drivers of growth (traffic vs. ticket, format, digital, etc.) and likely multiple exhibits; math is present but not extreme, and synthesis requires tying together qualitative levers and quantitative sizing, comparable to the MIT Megabank and Columbia Traditional Toy Maker cases.",openai_calibrated,0.7,gpt-5.1,,,,,
Case #52 - Tariff terror,Case #52 - Tariff terror,case 52 tariff terror,RocketBlocks/RocketBlocks-Case-52-pricing-tariff.pdf,rocketblocks,,1,18,18,Technology,Pricing,Pricing,Pricing,,,Medium,,,,,,,,,,,,False,False,True,case 52 tariff terror,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-Case-52-pricing-tariff\case-52-tariff-terror.pdf,5.8,,none,"RocketBlocks cases are typically well-structured but realistic; a tariff-response pricing case in tech likely involves multi-step reasoning on cost pass-through, demand impact, and competitive dynamics, with moderate math and synthesis similar to other standard prep cases. Ambiguity around optimal strategic response (pricing vs. supply chain vs. product mix) pushes it slightly above a basic pricing case but still squarely in Medium territory.",openai_calibrated,0.71,gpt-5.1,,,,,
RocketBlocks-Case-53-growth-food-and-beverage,RocketBlocks-Case-53-growth-food-and-beverage,rocketblocks case 53 growth food and beverage,RocketBlocks/RocketBlocks-Case-53-growth-food-and-beverage.pdf,rocketblocks,,1,17,17,Technology,Growth Strategy,Growth Strategy,Growth Strategy,,,Medium,,,,,,,,,,,,False,False,True,rocketblocks case 53 growth food and beverage,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-Case-53-growth-food-and-beverage\rocketblocks-case-53-growth-food-and-beverage.pdf,5.3,,none,"RocketBlocks growth cases for a single local restaurant typically involve standard revenue-growth structuring, moderate math (check sizes, traffic, capacity, simple projections), and some brainstorming on expansion formats and risks. Ambiguity and synthesis are present but not at the level of multi-layered PE or fintech cases; overall comparable to other standard growth-strategy school cases in the Medium bucket.",openai_calibrated,0.63,gpt-5.1,,,,,
RocketBlocks-Case-54-competitive-response-delivery,RocketBlocks-Case-54-competitive-response-delivery,rocketblocks case 54 competitive response delivery,RocketBlocks/RocketBlocks-Case-54-competitive-response-delivery.pdf,rocketblocks,,1,17,17,Technology,Competitive Response,Competitive Response,Competitive Response,,,Medium,,,,,,,,,,,,False,False,True,rocketblocks case 54 competitive response delivery,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-Case-54-competitive-response-delivery\rocketblocks-case-54-competitive-response-delivery.pdf,5.8,,none,"Competitive response around UPS vs. Amazon is likely to involve multi-step strategic reasoning, some route / volume / margin math, and non-trivial synthesis, but RocketBlocks cases are typically structured and guided, keeping it in line with standard prep difficulty rather than a very ambiguous MBB final-round. Overall comparable to Megabank Under-penetration or Practice Case 9 in burden and realism.",openai_calibrated,0.7,gpt-5.1,,,,,
RocketBlocks-Case-55-growth-consumer-packaged-goods-coca-cola,RocketBlocks-Case-55-growth-consumer-packaged-goods-coca-cola,rocketblocks case 55 growth consumer packaged goods coca cola,RocketBlocks/RocketBlocks-Case-55-growth-consumer-packaged-goods-coca-cola.pdf,rocketblocks,,1,22,22,Technology,Market Entry,Market Entry,Market Entry,,,Medium,,,,,,,,,,,,False,False,True,rocketblocks case 55 growth consumer packaged goods coca cola,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-Case-55-growth-consumer-packaged-goods-coca-cola\rocketblocks-case-55-growth-consumer-packaged-goods-coca.pdf,5.8,,none,"RocketBlocks cases are typically structured like realistic first/second-round interviews with multiple sections, exhibits, and guided interviewer notes. A Coca-Cola market entry / growth case will require multi-step reasoning, some non-trivial but manageable math, and synthesis across several exhibits, but is unlikely to reach the data density or ambiguity of the Hard calibration cases like Telecom Co. or Fintech Startup. Overall it aligns with a solid, standard-prep Medium case, slightly above mid-range.",openai_calibrated,0.73,gpt-5.1,,,,,
RocketBlocks Case 56 - Grab,RocketBlocks Case 56 - Grab,rocketblocks case 56 grab,RocketBlocks/RocketBlocks-case-56-growth-grocery-delivery.pdf,rocketblocks,,1,18,18,Technology,Market Entry,Market Entry,Market Entry,,,Medium,,,,,,,,,,,,False,False,True,rocketblocks case 56 grab,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-case-56-growth-grocery-delivery\rocketblocks-case-56-grab.pdf,5.8,,none,"Market entry into groceries for a super-app like Grab is realistic and moderately ambiguous, with multiple drivers (customer segments, economics of delivery, partnerships, assortment, operations) to integrate. RocketBlocks cases typically include some data exhibits and multi-step math but are designed for 20–30 minutes, so the quant and synthesis burden are comparable to standard MBB-style prep, slightly above a basic Medium like Seven Flags but clearly below the dense, multi-layer Hard anchors.",openai_calibrated,0.73,gpt-5.1,,,,,
RocketBlocks-Case-57-operations-battery-manufacturing,RocketBlocks-Case-57-operations-battery-manufacturing,rocketblocks case 57 operations battery manufacturing,RocketBlocks/RocketBlocks-Case-57-operations-battery-manufacturing.pdf,rocketblocks,,1,21,21,Technology,Investment Decision,Investment Decision,Investment Decision,,,Medium,,,,,,,,,,,,False,False,True,rocketblocks case 57 operations battery manufacturing,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-Case-57-operations-battery-manufacturing\rocketblocks-case-57-operations-battery-manufacturing.pdf,6.0,,none,"RocketBlocks cases at this length and with an investment decision in a technical/operations context typically involve multi-step capacity/throughput math, cost-benefit comparison of an investment, and some exhibit interpretation, but are still structured and guided. That places it around a solid, realistic medium difficulty, slightly above simple profitability or pricing cases but below the most ambiguous, data-dense hard cases.",openai_calibrated,0.7,gpt-5.1,,,,,
RocketBlocks-Case-58-strategy-public-sector,RocketBlocks-Case-58-strategy-public-sector,rocketblocks case 58 strategy public sector,RocketBlocks/RocketBlocks-Case-58-strategy-public-sector.pdf,rocketblocks,,1,20,20,Technology,Strategy,Strategy,Strategy,,,Medium,,,,,,,,,,,,False,False,True,rocketblocks case 58 strategy public sector,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-Case-58-strategy-public-sector\rocketblocks-case-58-strategy-public-sector.pdf,5.8,,none,"State-level policy / minimum wage strategy implies meaningful ambiguity and multi-stakeholder reasoning, but RocketBlocks cases are designed for 20–30 minutes with guided exhibits and interviewer notes, keeping it in line with standard prep rather than a very hard MBB-style case. Likely involves moderate math and several synthesis points, comparable to other Medium strategy cases.",openai_calibrated,0.63,gpt-5.1,,,,,
RocketBlocks-Case-59-growth-digital-financial-services,RocketBlocks-Case-59-growth-digital-financial-services,rocketblocks case 59 growth digital financial services,RocketBlocks/RocketBlocks-Case-59-growth-digital-financial-services.pdf,rocketblocks,,1,17,17,Technology,Growth Strategy,Growth Strategy,Growth Strategy,,,Medium,,,,,,,,,,,,False,False,True,rocketblocks case 59 growth digital financial services,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-Case-59-growth-digital-financial-services\rocketblocks-case-59-growth-digital-financial-services.pdf,5.8,,none,"Growth strategy for a digital bank will involve multi-step reasoning on drivers of user growth and monetization, likely some funnel / unit economics math and exhibit interpretation, but RocketBlocks cases are typically structured and guided rather than extremely ambiguous. Feels like a realistic, standard MBB-style growth case, slightly above mid-Medium but clearly below the very complex Hard anchors.",openai_calibrated,0.7,gpt-5.1,,,,,
RocketBlocks Case #6 - Remote Reckoning,RocketBlocks Case #6 - Remote Reckoning,rocketblocks case 6 remote reckoning,RocketBlocks/RocketBlocks-case-6-operations-technology-company.pdf,rocketblocks,,1,20,20,Technology,Operations,Operations,Operations,,,Medium,,,,,,,,,,,,False,False,True,rocketblocks case 6 remote reckoning,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-case-6-operations-technology-company\rocketblocks-case-6-remote-reckoning.pdf,5.8,,none,"Operations-focused, modern/ambiguous topic (return-to-work for a distributed fintech team) with multiple qualitative tradeoffs and likely some workload/capacity math and exhibit interpretation. Feels like a realistic, structured RocketBlocks case in line with standard MBB prep, more involved than simple profitability or pricing drills but not as multi-layered or data-dense as the Hard calibration cases.",openai_calibrated,0.7,gpt-5.1,,,,,
RocketBlocks-Case-60-m-and-a-AI-semiconductors,RocketBlocks-Case-60-m-and-a-AI-semiconductors,rocketblocks case 60 m and a ai semiconductors,RocketBlocks/RocketBlocks-Case-60-m-and-a-AI-semiconductors.pdf,rocketblocks,,1,20,20,Technology,Investment Decision,Investment Decision,Investment Decision,,,Medium,,,,,,,,,,,,False,False,True,rocketblocks case 60 m and a ai semiconductors,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-Case-60-m-and-a-AI-semiconductors\rocketblocks-case-60-m-and-a-ai-semiconductors.pdf,6.0,,none,"Investment decision / M&A in AI semiconductors with a $5B stake is likely to involve multi-step valuation-style math, scenario thinking, and synthesis across tech, competitive dynamics, and financials, but the 20-page RocketBlocks format suggests a guided, interview-prep-oriented structure rather than an extremely open-ended, data-dense MBB-style hard case. Overall feels a bit more complex than standard medium anchors but not as demanding as the hard calibration cases.",openai_calibrated,0.7,gpt-5.1,,,,,
RocketBlocks-Case-61-,RocketBlocks-Case-61-,rocketblocks case 61,RocketBlocks/RocketBlocks-case-61-growth-healthcare.pdf,rocketblocks,,1,19,19,Technology,Growth Strategy,Growth Strategy,Growth Strategy,,,Medium,,,,,,,,,,,,False,False,True,rocketblocks case 61,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-case-61-growth-healthcare\rocketblocks-case-61.pdf,5.6,,none,"Growth strategy for an urgent care chain with multiple exhibits and a 19-page RocketBlocks format suggests standard, well-structured MBB-style difficulty: moderate math, some ambiguity around defining ‘impact’ and growth levers, and multi-step reasoning but not as complex or open-ended as the Hard anchors like Fintech Startup or Telecom Co.",openai_calibrated,0.7,gpt-5.1,,,,,
RocketBlocks-Case-62-,RocketBlocks-Case-62-,rocketblocks case 62,RocketBlocks/RocketBlocks-Case-62-market-entry-rail-transportation.pdf,rocketblocks,,1,19,19,Technology,Market Entry,Market Entry,Market Entry,,,Medium,,,,,,,,,,,,False,False,True,rocketblocks case 62,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-Case-62-market-entry-rail-transportation\rocketblocks-case-62.pdf,5.8,,none,"Market entry rail project choice (California vs Texas) suggests multi-criteria evaluation (demand, economics, regulation, competition) with some quant and exhibit work, but RocketBlocks formatting and 20–30 minute target keep it at a standard, manageable level similar to other Medium anchors rather than a highly ambiguous Hard MBB-style case.",openai_calibrated,0.7,gpt-5.1,,,,,
RocketBlocks-Case-63-,RocketBlocks-Case-63-,rocketblocks case 63,RocketBlocks/RocketBlocks-Case-63-growth-strava.pdf,rocketblocks,,1,21,21,Technology,Growth Strategy,Growth Strategy,Growth Strategy,,,Medium,,,,,,,,,,,,False,False,True,rocketblocks case 63,,,,already_single_case,0.85,False,C:\Users\Dan\Desktop\Case Repo\output\cases\RocketBlocks\RocketBlocks-Case-63-growth-strava\rocketblocks-case-63.pdf,5.8,,none,"Monetizing Strava’s user base is a fairly standard but realistic growth-strategy prompt with multiple plausible levers (pricing, ads, partnerships, freemium, etc.), moderate ambiguity, and likely several exhibits and some user / revenue math. It resembles a typical MBB-style growth case in depth and synthesis burden, more involved than the Easy anchors but not as complex or data-dense as the Hard fintech/telecom examples.",openai_calibrated,0.78,gpt-5.1,,,,,
